700 3500
71 442 9
369 536 5
91 245 10
456 644 4
172 603 10
268 91 3
187 261 3
294 191 1
602 554 8
470 692 6
88 276 1
671 483 9
264 122 8
424 697 2
346 381 5
381 134 4
130 489 8
189 236 6
431 528 10
607 515 2
124 548 7
699 242 10
470 568 6
288 255 10
245 256 4
588 136 5
239 356 7
400 110 4
228 580 1
250 512 7
442 292 1
263 691 10
121 222 4
219 102 8
325 85 5
65 678 6
407 227 4
586 386 10
301 665 10
383 380 6
223 513 3
370 595 4
173 4 2
604 437 2
437 140 4
661 457 7
40 12 8
116 4 2
310 694 3
527 35 8
61 476 6
354 127 3
498 537 5
210 143 6
341 401 8
10 237 9
244 315 1
490 443 1
51 595 1
509 122 6
376 16 7
49 654 5
411 274 10
672 138 6
2 71 9
16 105 5
58 688 2
489 19 5
280 287 3
585 697 5
251 482 9
105 597 9
514 267 8
309 333 4
401 88 2
296 428 3
539 173 7
211 424 5
628 88 7
103 326 9
282 407 3
207 333 8
428 683 7
118 334 7
549 352 3
240 594 6
600 106 9
270 273 8
378 573 4
493 376 8
480 46 3
50 40 3
667 637 10
523 694 6
172 91 8
476 63 4
621 563 8
593 385 3
343 476 6
252 649 8
235 580 5
77 620 9
315 305 8
584 60 6
290 69 4
366 652 2
230 371 1
314 124 2
513 37 9
644 591 5
645 492 4
153 600 10
419 517 3
687 289 2
41 595 3
432 114 3
539 644 4
57 376 10
384 558 5
562 257 10
551 179 7
4 459 6
590 339 3
168 628 4
253 587 2
215 671 7
317 586 3
617 670 10
394 497 3
113 522 1
586 492 2
179 45 10
204 271 1
430 495 6
186 658 7
659 316 5
467 29 6
618 174 10
602 349 8
10 20 6
341 492 4
585 293 1
204 633 1
0 339 7
592 127 4
250 509 7
78 38 3
531 165 6
362 54 10
286 217 10
601 226 10
632 108 7
119 356 3
635 628 9
531 125 3
62 592 10
682 653 10
217 433 3
665 447 9
448 303 2
190 310 8
548 563 2
617 592 9
273 322 9
363 695 1
37 280 10
292 636 9
239 241 8
622 534 3
541 173 7
500 574 5
81 542 7
90 501 6
146 579 10
60 186 2
190 577 8
494 261 8
670 692 5
517 74 3
555 295 7
512 546 8
297 495 1
150 405 3
601 322 3
111 296 8
351 523 9
276 268 10
36 114 2
293 1 6
536 13 4
85 160 1
232 150 4
24 333 1
356 74 1
451 460 1
342 121 8
224 182 9
396 96 1
0 191 8
540 615 2
143 344 4
86 651 8
256 558 7
146 551 6
248 277 6
196 32 8
203 60 9
644 52 9
280 527 10
515 101 7
341 201 7
516 626 1
146 460 3
243 501 10
460 580 10
57 223 10
231 203 2
692 488 6
306 380 6
563 334 1
516 233 2
602 606 2
117 658 9
391 652 8
29 378 5
634 110 6
516 536 9
578 258 3
675 502 5
336 413 1
539 237 7
406 518 1
604 643 3
9 417 5
406 192 3
345 438 7
130 440 3
669 112 6
383 31 9
170 143 8
642 626 3
334 286 6
606 677 1
311 544 5
392 372 8
200 404 5
335 662 7
468 476 5
122 490 7
521 378 10
699 357 2
302 390 10
641 30 10
202 173 10
64 507 9
23 459 8
536 441 10
228 194 9
280 620 1
586 332 9
491 313 6
605 154 8
504 611 8
228 539 2
291 364 3
615 463 6
42 134 1
266 501 1
314 266 7
43 328 8
324 6 6
671 374 10
345 477 5
399 141 3
696 672 9
666 265 6
450 229 3
481 406 9
274 208 6
609 103 10
72 424 2
83 327 7
477 355 6
669 584 8
150 91 6
696 569 7
123 167 1
297 129 3
561 327 4
18 143 4
683 184 9
557 336 2
242 163 10
620 464 9
344 403 3
276 449 1
684 454 4
544 73 5
425 287 6
218 17 10
158 27 6
120 367 3
167 245 2
265 674 8
156 596 6
693 656 1
416 52 6
692 571 3
256 592 4
456 471 8
150 646 9
633 510 6
594 113 8
346 285 5
339 530 8
76 140 6
529 146 8
304 562 9
205 337 7
57 237 10
669 635 6
200 298 7
437 105 5
651 249 3
266 230 9
559 622 3
71 121 9
228 403 5
341 330 7
427 163 3
573 659 10
348 553 10
543 590 10
82 249 10
104 65 1
550 305 6
288 484 3
272 505 5
384 95 2
134 520 3
470 413 8
226 665 10
207 675 7
188 356 7
435 417 8
692 98 10
690 10 9
260 539 8
431 605 2
438 45 5
75 698 3
374 27 9
339 477 3
548 209 2
363 317 5
181 345 7
264 492 2
519 128 3
685 312 10
636 659 2
513 74 3
256 477 7
584 683 7
312 70 10
205 204 3
319 163 9
523 398 9
235 153 7
428 608 8
393 141 9
266 80 8
310 160 6
292 64 3
515 394 5
311 497 3
141 403 6
629 511 5
420 213 5
227 106 5
57 554 7
697 466 9
541 454 8
153 538 4
315 138 7
697 559 8
577 594 7
477 133 1
422 632 8
474 292 6
399 8 8
89 469 7
156 220 2
456 543 7
666 208 4
25 651 4
464 139 1
685 55 6
485 402 6
391 642 8
521 262 5
116 192 3
416 88 6
14 310 4
121 84 1
537 350 3
110 354 1
627 647 5
49 394 2
228 594 3
456 120 3
145 304 9
462 554 7
182 279 7
291 551 4
299 343 5
441 665 8
380 561 2
446 50 1
257 91 7
148 699 4
416 597 8
59 448 2
500 586 9
559 634 8
15 13 10
248 658 9
634 569 9
690 335 7
105 370 9
78 507 8
512 582 5
641 540 8
672 261 5
598 436 2
39 208 2
472 11 4
71 313 9
660 177 2
663 18 5
381 521 9
323 647 3
10 167 6
688 110 7
621 340 4
615 432 5
634 400 9
536 345 10
118 62 4
505 20 5
52 177 2
485 693 4
5 94 10
638 470 4
98 425 10
315 366 5
90 361 2
44 384 3
313 645 8
382 106 4
197 515 2
515 413 3
290 231 5
578 424 1
605 212 3
389 592 5
631 400 7
358 508 10
344 693 4
11 531 9
257 663 5
502 470 7
19 288 6
248 414 4
486 242 5
152 21 8
139 256 2
430 267 5
2 543 4
542 74 9
589 35 3
252 396 10
179 399 4
26 102 3
350 154 10
207 652 10
659 97 10
201 473 7
163 187 9
306 106 9
39 111 6
329 133 7
477 473 2
133 291 8
137 235 6
205 32 9
137 169 9
518 687 10
139 274 1
651 178 3
151 546 3
601 176 5
308 534 5
365 439 8
77 343 10
609 670 10
160 349 8
93 260 9
523 553 1
213 231 10
4 327 6
608 116 7
521 283 10
30 616 9
654 347 7
14 619 3
518 482 9
557 254 2
187 671 9
696 455 5
432 286 1
641 175 1
396 398 9
483 159 1
125 388 7
161 404 10
104 206 9
240 114 3
153 111 5
503 355 9
365 64 9
318 212 7
286 297 4
228 314 1
493 648 3
203 308 3
6 218 3
533 492 8
604 447 5
496 475 8
679 491 8
9 0 8
147 60 2
280 345 6
312 374 4
526 365 5
375 299 10
306 635 8
379 107 1
670 539 8
188 552 4
452 363 7
375 476 3
461 617 2
197 26 7
688 75 7
226 386 6
459 208 6
359 669 1
232 145 7
614 358 7
436 535 7
59 132 9
606 261 2
53 222 5
646 254 5
308 24 7
181 459 4
69 181 10
365 348 6
321 629 4
31 155 2
428 8 1
122 15 6
640 386 4
654 334 4
482 536 6
328 330 4
152 377 4
511 90 7
266 120 3
446 645 6
421 6 2
66 275 9
431 667 8
631 650 3
407 565 1
205 274 7
688 91 9
21 604 6
37 302 10
464 339 2
343 598 2
610 77 7
499 3 1
453 62 7
331 135 5
513 397 1
150 338 6
442 642 5
669 96 9
4 313 1
357 615 2
143 479 2
161 157 10
179 26 8
162 422 5
239 535 7
477 105 3
557 468 3
303 181 6
171 361 1
139 114 6
599 44 9
299 684 9
562 525 4
509 241 6
529 126 5
632 245 9
680 239 4
114 680 8
229 310 1
254 447 1
577 698 9
168 239 5
100 14 10
667 228 2
382 429 7
129 617 10
594 138 9
99 291 3
119 159 9
111 165 7
460 110 7
193 4 6
44 365 9
100 166 6
27 175 6
207 88 10
120 100 7
189 40 2
371 619 1
501 295 5
663 63 6
117 363 6
678 117 4
322 165 6
27 51 10
488 1 9
175 425 1
115 538 7
134 322 6
212 485 6
524 514 6
127 304 5
500 237 4
413 658 4
150 8 2
154 189 2
153 257 3
195 119 8
0 505 9
198 605 4
64 251 5
514 568 2
53 630 1
318 248 8
453 0 9
45 681 5
593 446 3
305 114 4
377 235 1
428 170 7
478 687 5
519 637 5
272 217 6
372 8 4
352 152 9
696 593 8
291 640 8
554 419 6
699 675 10
583 526 3
564 569 10
608 93 4
641 316 6
511 435 3
611 664 9
220 658 4
292 357 1
52 10 9
63 406 8
230 476 8
401 160 8
83 397 10
118 560 6
41 91 4
343 15 8
352 440 7
303 654 7
579 251 7
528 578 1
89 309 2
442 292 7
90 423 9
163 171 1
28 457 10
577 359 9
563 579 2
551 488 8
639 12 10
262 29 4
494 433 1
38 257 7
301 693 7
548 194 6
108 69 8
433 690 1
622 112 9
208 334 4
224 46 1
237 663 5
419 661 2
270 439 7
101 637 6
289 503 10
507 102 9
261 73 6
381 377 8
303 384 3
29 112 2
129 609 6
627 508 8
464 20 1
18 679 6
627 191 3
51 394 4
519 246 1
88 192 2
226 668 4
687 277 6
338 472 5
94 245 4
232 420 2
267 577 3
98 481 4
293 49 9
155 38 3
175 210 6
688 264 8
508 234 8
656 141 2
157 231 10
465 218 4
19 296 5
211 362 10
277 538 2
86 417 4
360 651 6
149 332 7
456 638 3
157 518 10
402 456 5
679 493 6
225 220 7
81 385 8
444 44 3
59 424 3
163 428 4
441 585 4
263 19 5
26 616 1
364 264 1
153 326 1
250 561 3
309 91 9
615 143 2
304 159 10
622 176 1
648 600 9
290 232 10
382 294 2
105 154 2
493 143 3
255 248 8
675 115 10
447 185 6
157 231 8
101 338 2
38 166 8
172 417 9
294 558 1
467 575 10
616 36 3
354 389 4
674 408 3
183 683 8
340 695 2
120 666 7
460 438 9
458 580 4
439 179 5
145 561 7
485 496 4
101 289 7
240 597 9
313 188 10
269 390 1
201 318 7
171 208 3
297 445 7
159 224 9
488 698 1
348 596 8
50 688 8
692 69 9
302 414 8
132 498 1
553 235 2
560 365 2
691 615 8
663 310 1
491 171 5
320 606 6
366 39 8
697 175 10
211 453 7
33 220 10
428 597 10
151 348 2
420 291 8
668 443 5
236 678 4
85 41 2
377 630 4
339 391 4
451 127 8
267 61 8
45 569 4
595 23 2
453 102 8
517 304 1
518 436 3
453 658 8
313 334 5
97 18 3
346 563 8
656 210 9
326 580 8
623 654 1
511 494 5
433 307 1
479 699 9
383 604 7
631 138 2
651 658 8
270 695 1
156 506 1
311 614 8
524 144 4
302 650 4
684 482 5
83 548 5
564 677 4
138 363 3
221 454 4
664 566 5
593 381 10
165 688 9
275 414 7
514 41 6
521 360 9
219 116 10
543 698 7
172 313 3
325 287 10
99 267 2
196 248 1
129 592 9
107 28 5
40 678 2
489 379 7
474 454 6
407 412 10
234 475 1
485 426 10
694 478 3
522 204 4
81 254 7
140 198 2
259 531 5
404 693 10
561 417 1
26 439 2
462 320 1
457 56 2
210 342 10
85 315 2
106 269 9
631 598 9
340 167 5
318 184 8
626 88 7
206 338 5
463 71 4
77 287 6
309 329 5
400 66 8
695 640 7
23 130 9
583 247 9
504 41 5
22 373 3
394 15 1
505 583 3
539 525 9
124 567 4
597 547 2
503 70 4
339 245 9
628 544 10
366 542 8
227 176 2
569 277 5
186 132 10
473 293 4
426 52 4
581 110 9
505 344 1
589 95 2
638 456 2
296 79 4
255 424 8
194 63 2
195 121 4
497 1 9
84 544 8
166 658 8
459 658 1
253 508 5
179 475 3
278 348 5
5 71 5
486 362 6
613 573 10
470 563 1
354 230 10
512 88 8
36 567 2
591 439 9
355 680 10
80 677 6
328 426 3
473 491 9
194 285 1
437 626 9
81 669 6
333 182 8
4 287 6
389 521 8
107 48 3
687 471 4
566 461 3
648 639 3
175 314 10
506 259 8
52 401 4
12 357 5
168 570 7
83 4 4
651 2 9
633 443 4
115 182 8
659 534 9
570 269 8
531 478 2
601 124 5
228 537 9
359 677 10
519 472 8
518 279 1
324 462 8
452 13 9
379 463 3
359 347 3
38 277 7
58 46 2
663 488 3
133 493 9
546 685 7
604 243 4
49 91 10
513 670 1
577 11 6
692 550 6
280 54 1
471 522 10
162 440 1
57 512 4
661 345 8
570 121 9
491 344 6
113 664 9
15 45 3
331 26 6
543 536 1
250 689 7
313 91 9
499 124 4
617 221 5
433 38 7
186 333 5
67 495 9
575 96 9
540 328 1
530 577 4
351 359 9
421 47 2
593 528 6
468 461 10
514 437 9
477 513 9
324 474 10
424 501 5
625 123 5
599 334 4
57 526 3
655 640 3
160 33 3
570 526 2
31 285 6
121 315 1
674 322 7
76 263 5
660 404 2
303 541 3
269 264 3
267 654 9
178 358 6
26 315 10
285 577 4
536 526 8
52 448 2
104 328 7
127 427 9
87 601 7
323 207 1
666 73 3
654 403 4
218 469 10
56 685 5
598 75 4
357 171 3
577 556 7
114 252 10
276 378 2
305 574 3
119 380 7
105 109 9
373 502 7
617 25 1
450 177 7
585 541 3
52 297 6
36 540 7
7 288 9
689 22 8
49 308 9
88 302 2
418 404 2
261 121 7
516 463 9
37 42 10
154 565 4
644 647 6
78 444 8
501 635 3
658 617 9
139 699 2
251 660 5
306 15 7
156 360 4
403 115 6
620 421 2
246 568 10
249 81 6
301 559 3
432 673 6
247 332 8
307 646 7
159 59 4
651 243 6
519 507 2
511 589 7
3 311 5
682 71 1
304 312 7
503 540 3
245 303 8
43 224 7
442 149 4
276 26 8
355 505 7
228 607 8
105 355 2
419 42 3
556 408 9
514 93 8
562 146 9
683 452 8
422 227 7
589 229 9
237 606 3
592 480 10
653 593 1
379 343 9
500 64 4
607 27 4
269 381 5
127 309 4
192 380 3
347 28 6
296 256 3
516 320 7
286 443 1
383 118 7
546 333 9
275 699 6
515 453 7
166 338 10
585 445 4
402 20 2
103 181 1
469 641 2
524 104 1
6 327 4
195 581 1
482 691 9
609 601 4
340 224 7
29 442 10
43 255 1
7 664 1
32 514 2
529 656 3
385 304 6
119 635 5
278 498 9
324 47 5
631 680 6
683 306 9
135 603 6
281 46 10
400 137 2
212 49 8
481 311 8
61 53 2
220 640 8
240 280 1
595 351 1
235 299 7
297 215 2
648 162 3
336 349 3
332 93 1
577 391 5
313 140 2
10 110 5
149 571 4
25 675 10
