1000 5000
346 931 6
155 428 9
196 990 9
97 751 5
805 981 8
38 92 8
849 667 4
815 233 10
778 484 7
906 92 8
870 655 3
406 290 7
551 741 10
752 715 10
974 389 4
731 85 7
682 621 6
999 962 4
223 575 4
181 232 10
258 313 3
136 982 4
54 609 4
567 449 10
939 999 1
99 746 4
398 829 8
871 298 2
583 240 2
840 914 8
955 506 4
503 515 4
200 102 8
21 938 9
749 256 2
37 766 9
506 436 6
504 750 9
624 900 9
353 408 8
62 758 8
609 899 10
279 323 8
75 826 3
858 749 9
367 731 6
320 918 8
431 647 3
948 935 3
836 55 2
306 634 5
886 192 9
871 201 6
790 917 10
59 138 5
354 91 10
917 811 4
644 850 5
974 411 9
997 705 4
682 127 1
899 857 5
617 138 10
254 998 5
993 173 7
419 729 8
812 141 5
410 403 7
425 94 2
90 54 7
925 243 2
668 390 6
544 362 2
812 118 1
224 634 4
297 291 9
1 496 2
388 276 3
68 885 10
218 388 5
873 674 2
979 298 9
936 383 1
438 484 1
362 588 6
459 64 9
684 47 9
3 593 2
515 679 6
831 610 3
4 465 6
585 31 10
480 878 1
330 567 7
886 790 7
724 601 9
203 692 4
970 380 2
405 336 7
205 689 1
13 783 1
440 167 2
21 261 8
987 864 8
830 22 5
470 168 10
126 142 6
83 537 5
432 578 8
356 82 5
454 45 7
41 424 5
754 220 1
0 744 3
598 72 4
321 536 5
705 916 5
857 291 3
606 469 3
807 25 6
610 977 3
584 88 1
357 467 9
928 920 1
691 658 8
970 23 4
280 185 5
723 32 2
224 567 9
397 711 4
515 414 2
408 278 8
290 877 4
790 358 8
228 374 2
259 162 10
882 196 8
180 109 6
868 413 10
869 984 4
971 207 8
612 392 4
482 794 7
767 374 1
190 392 9
24 644 5
920 274 4
276 480 8
96 21 4
382 650 4
54 959 8
194 423 10
486 692 10
26 56 3
52 869 1
437 544 5
9 430 6
248 39 10
313 680 4
0 640 8
670 475 3
537 863 7
26 36 4
280 692 10
244 553 2
72 599 1
431 801 10
792 719 2
73 250 5
785 194 10
71 409 4
251 252 5
471 666 4
246 876 10
524 169 3
65 195 5
400 378 2
174 162 4
96 889 9
425 64 7
417 349 8
172 224 9
230 810 2
783 198 1
619 212 3
801 420 10
685 730 7
811 539 1
550 927 6
734 769 9
199 622 5
742 557 6
206 426 3
249 543 5
343 172 10
954 385 4
728 458 9
554 158 2
776 266 6
973 579 1
663 803 8
193 753 2
91 447 5
537 881 6
231 984 3
911 696 1
0 981 4
259 242 2
355 854 7
679 103 1
693 258 10
894 908 2
882 630 6
688 650 6
779 336 10
428 387 9
165 381 5
57 130 8
189 16 7
224 61 7
772 977 6
921 26 10
708 807 3
91 218 3
879 634 7
425 67 9
862 243 7
241 392 1
969 130 6
303 582 10
37 709 7
639 459 1
255 796 1
185 561 3
443 956 1
52 627 8
327 701 3
995 305 6
34 323 10
561 968 6
84 825 4
494 405 7
953 735 10
646 705 10
894 332 7
678 412 3
410 376 10
522 842 4
991 987 4
623 766 2
416 474 1
639 338 3
417 551 4
581 790 4
214 688 2
392 787 7
988 350 2
254 919 2
546 269 1
121 909 1
451 294 7
21 973 6
808 519 4
113 195 2
350 959 1
148 355 2
195 90 10
366 863 2
43 444 3
118 762 8
838 374 3
910 848 8
775 837 4
696 770 10
320 556 5
573 57 8
202 444 10
882 978 9
205 980 7
768 893 10
694 946 4
663 666 5
465 883 4
853 398 10
560 470 1
702 56 2
727 860 5
356 477 3
616 170 4
635 160 4
408 805 2
438 299 7
3 290 5
934 997 2
655 236 9
121 582 2
209 593 6
495 604 5
24 678 1
933 775 3
808 306 9
292 465 3
296 466 6
671 647 9
632 216 3
112 234 8
175 223 9
935 561 1
48 154 10
424 191 6
98 616 2
976 203 7
806 863 5
820 156 3
245 480 9
500 53 8
742 826 6
7 997 6
933 360 2
537 308 8
888 34 6
797 297 6
331 561 10
628 136 9
788 641 8
48 786 6
924 791 6
201 249 8
345 991 5
77 193 1
53 499 1
828 672 2
937 970 8
400 880 5
940 860 8
583 561 8
842 781 1
298 631 6
298 931 5
865 230 2
782 626 10
180 24 4
971 568 9
327 966 10
411 325 9
730 191 10
903 694 4
601 188 7
509 526 9
942 865 1
51 943 9
300 763 2
424 859 10
303 950 7
616 372 10
840 615 10
138 896 3
173 746 8
917 148 10
293 327 4
933 332 8
987 526 1
7 191 10
119 566 9
587 289 2
992 396 10
350 367 9
979 345 6
114 232 3
811 15 7
268 300 2
517 266 6
112 135 7
650 177 8
686 729 2
544 714 5
937 536 6
134 159 4
956 815 9
17 117 9
979 743 5
110 872 8
212 229 6
240 703 2
619 511 5
429 444 1
994 913 3
956 356 4
65 771 8
314 479 3
428 720 8
698 101 5
999 820 7
579 909 9
626 765 2
531 381 3
864 427 1
335 416 6
242 96 7
551 379 5
492 613 1
598 957 2
409 669 10
585 314 3
352 22 2
637 222 8
29 406 2
56 940 4
891 444 10
3 809 9
991 744 6
87 605 6
627 537 10
10 206 5
910 959 9
82 355 2
15 364 9
876 781 3
534 790 3
254 579 7
558 805 5
819 167 3
831 534 1
628 510 2
365 939 2
900 172 8
969 176 10
674 738 10
982 284 6
304 34 4
925 42 5
494 308 6
812 792 2
687 46 6
134 691 3
864 467 2
788 930 4
195 227 8
590 580 4
371 792 5
366 669 1
565 920 1
605 389 10
591 193 1
578 439 9
640 206 6
900 928 2
558 620 5
910 893 8
439 904 8
607 989 4
905 664 10
76 267 5
436 692 8
49 474 9
303 223 2
489 893 2
791 38 7
225 102 8
506 303 8
88 247 1
368 708 8
849 985 2
629 24 3
846 782 8
979 28 9
791 27 9
774 911 10
431 345 3
78 347 10
500 838 8
492 649 6
246 463 3
49 400 10
82 418 8
189 179 8
235 46 5
738 509 9
994 445 3
888 397 6
405 910 4
427 566 2
42 12 7
633 383 7
831 384 9
121 938 9
549 977 8
582 971 6
407 279 3
171 143 4
645 449 9
365 425 3
787 521 8
700 483 10
419 810 1
472 114 6
549 665 5
645 557 4
951 95 7
287 412 6
318 933 4
356 603 1
450 449 9
552 475 10
479 527 7
971 349 10
488 851 2
422 384 6
114 498 3
733 631 6
195 889 6
299 635 2
576 379 3
331 373 6
507 493 8
939 276 6
44 713 6
342 247 8
753 798 9
438 103 4
61 643 4
577 868 10
506 743 8
113 277 9
578 77 10
662 899 7
416 608 4
523 174 10
182 959 5
450 709 8
443 636 2
215 892 3
371 666 5
991 439 3
750 352 7
483 347 4
756 856 4
141 268 5
166 652 6
300 693 10
203 686 7
965 56 10
373 720 7
259 105 5
258 624 9
651 207 5
853 725 7
345 939 8
502 242 9
79 205 9
640 886 3
370 694 3
581 759 1
183 344 4
675 650 8
849 93 1
633 296 4
683 32 3
802 264 3
41 66 5
237 451 6
85 918 7
302 862 6
443 557 3
804 453 7
116 651 8
427 471 1
904 165 10
850 37 8
221 48 8
502 328 9
869 948 9
395 519 6
734 3 3
979 127 7
582 84 2
488 474 4
216 635 10
508 616 6
568 512 2
801 519 9
671 377 8
885 380 9
664 877 5
620 598 8
376 447 10
317 903 10
858 111 1
660 526 4
839 117 2
206 877 3
670 87 4
998 601 3
851 990 2
637 529 5
277 649 3
28 362 4
687 98 1
429 819 6
644 372 4
469 988 10
343 813 5
636 957 7
427 762 8
221 265 3
868 166 2
417 361 4
350 168 3
438 740 8
357 698 9
829 138 5
837 727 6
665 275 3
68 775 2
86 548 1
417 80 2
174 612 4
673 853 7
203 434 1
766 597 4
639 219 10
62 655 5
305 851 3
976 859 4
740 477 6
335 520 3
115 601 4
747 622 2
808 892 5
828 193 10
631 455 10
643 677 4
361 489 1
278 728 8
637 789 8
948 380 4
181 543 3
395 883 1
587 291 1
15 104 8
120 281 8
527 170 2
332 271 10
411 396 2
579 779 9
272 27 2
918 779 5
52 242 10
503 421 7
333 671 4
106 367 6
706 45 5
295 98 9
948 618 4
301 639 8
177 306 3
324 716 4
917 745 7
901 722 9
608 71 3
163 841 7
263 172 9
183 592 2
672 835 9
530 158 9
622 764 4
237 470 6
156 620 3
264 694 4
919 951 10
837 768 7
671 536 9
178 759 8
937 126 7
516 378 8
30 683 4
922 218 1
376 768 3
89 285 7
307 479 4
10 862 2
953 360 6
501 226 10
451 993 10
903 264 3
914 112 1
205 217 4
159 566 7
496 270 7
43 846 3
744 577 7
135 788 10
802 744 5
735 496 5
905 293 7
859 128 10
416 800 9
141 45 10
74 50 10
600 657 3
498 974 10
205 667 8
917 545 1
285 327 4
785 86 5
858 892 4
601 380 7
0 164 5
221 827 10
603 848 10
620 879 4
668 823 8
33 977 3
412 616 4
406 387 3
719 925 3
464 647 1
306 922 7
511 636 9
103 206 1
7 834 8
740 342 8
6 266 5
724 569 7
902 143 6
526 835 3
750 77 6
160 452 4
404 144 2
263 151 5
94 914 5
163 379 2
142 255 2
923 202 6
52 515 9
835 267 3
132 384 3
651 101 10
454 28 9
576 595 8
816 328 4
824 957 1
270 248 2
701 783 5
244 892 9
264 45 10
345 483 4
609 210 8
991 796 5
816 917 2
659 969 7
494 470 7
812 102 10
280 142 2
970 27 3
553 194 6
879 478 4
980 231 2
12 202 5
767 408 1
181 938 7
439 440 4
614 173 9
512 200 8
151 243 6
643 256 8
300 781 6
597 38 8
618 480 9
764 421 4
447 777 9
221 876 9
6 404 8
403 223 7
991 228 3
845 613 6
938 103 7
431 721 5
6 850 1
349 382 1
761 19 1
646 517 2
749 323 2
70 666 6
819 980 2
273 540 6
710 702 6
953 554 6
50 106 3
662 199 6
78 391 9
11 270 3
479 562 1
984 197 4
782 5 1
613 684 7
488 823 2
922 33 2
302 466 4
144 818 5
241 184 4
873 975 8
478 734 9
12 659 3
604 595 10
392 195 10
274 486 7
72 579 7
647 271 8
877 958 7
232 582 6
790 616 4
369 767 9
353 519 9
816 86 6
598 30 3
152 665 4
165 474 8
951 425 1
682 630 9
146 326 9
264 743 9
449 929 4
457 723 9
382 764 6
926 57 4
994 350 4
13 482 3
974 215 4
340 506 2
928 535 7
511 405 6
628 821 7
366 144 2
681 176 8
409 842 1
30 144 4
242 206 4
163 226 2
252 286 8
167 614 3
438 281 9
900 873 4
983 865 9
204 412 8
948 581 4
664 358 7
32 454 8
103 362 1
7 260 1
721 214 9
535 353 10
972 447 3
206 475 3
544 410 9
541 196 4
374 52 9
38 865 3
502 790 4
395 350 3
357 541 3
604 573 7
478 454 5
526 897 8
606 740 9
392 651 5
154 419 9
697 632 1
904 568 8
702 867 1
599 724 9
10 371 5
742 570 4
351 902 9
695 656 8
198 815 3
14 735 10
485 85 6
418 936 9
784 86 1
565 305 2
427 695 3
249 841 8
684 343 5
884 280 8
140 608 4
831 248 7
746 51 8
259 758 1
947 673 10
902 295 7
133 565 6
625 72 3
800 824 1
123 277 8
99 307 2
766 919 6
818 509 8
86 930 7
566 606 7
661 742 1
352 46 7
113 337 2
944 956 3
81 981 4
371 840 6
571 598 7
150 734 1
394 764 3
222 970 7
969 263 7
459 305 7
780 803 2
78 863 3
369 320 2
709 157 8
677 894 10
405 400 2
635 438 1
900 205 9
874 542 1
561 357 8
933 382 7
566 706 5
989 154 10
138 110 9
851 535 4
935 135 6
53 980 3
1 306 1
177 675 9
613 746 4
721 686 7
236 923 4
646 227 7
314 214 5
418 173 1
54 988 2
365 537 7
571 416 10
93 510 5
444 312 4
145 343 1
573 813 4
522 397 10
851 320 9
934 597 4
150 222 7
524 445 8
390 369 1
504 969 8
712 62 9
470 752 6
52 896 8
809 951 6
522 953 4
38 287 8
447 19 7
403 129 2
281 289 6
368 877 5
703 701 6
687 584 2
387 360 7
866 278 6
485 118 8
121 48 2
492 572 10
783 133 3
980 981 4
273 627 3
232 692 6
163 354 2
931 699 5
663 325 1
913 204 4
642 513 10
110 277 10
619 157 4
251 175 10
501 375 10
843 62 8
128 660 6
962 705 5
498 96 6
505 807 3
20 822 8
916 511 1
503 596 5
922 107 2
894 269 6
618 381 9
380 167 7
770 27 6
195 726 3
994 371 7
922 783 8
576 435 3
438 676 8
968 380 5
827 632 8
674 552 3
475 689 10
307 67 1
575 547 10
302 159 9
671 876 8
771 956 4
992 245 3
748 627 3
606 900 10
152 475 7
163 235 4
439 595 9
65 883 5
693 876 6
180 114 6
123 125 2
452 550 9
298 207 3
381 861 1
449 787 6
953 825 10
801 775 2
387 199 6
765 984 1
987 657 1
800 623 10
365 848 7
41 143 3
522 322 2
341 385 7
802 476 4
339 985 2
390 567 2
351 699 9
462 902 9
963 961 10
611 696 5
576 599 1
184 787 10
848 742 9
786 334 5
625 294 5
67 619 7
656 644 3
599 954 4
5 34 2
584 610 9
398 175 8
787 996 4
527 558 9
892 285 5
758 621 8
23 961 3
496 139 9
59 872 9
13 496 9
386 892 2
847 25 8
713 2 2
996 925 1
896 294 5
149 446 4
344 316 10
476 275 5
24 920 3
752 872 8
804 486 10
452 371 9
626 229 4
284 490 9
959 777 2
638 337 7
546 158 5
738 165 7
633 436 5
136 661 4
573 982 2
608 374 3
968 477 2
710 665 3
574 876 3
527 951 3
920 656 7
990 815 3
348 527 10
3 29 2
87 677 6
844 366 1
179 733 2
77 60 10
696 756 5
293 848 9
613 412 9
932 825 7
978 539 8
959 875 2
996 850 5
858 372 8
868 616 5
270 811 10
141 936 8
578 345 2
983 458 4
290 1 10
196 993 2
991 956 4
472 425 1
476 786 6
903 866 10
911 934 2
457 589 8
256 158 10
121 306 4
750 775 7
164 131 9
389 628 1
365 161 7
95 808 9
731 604 10
248 982 5
884 206 7
693 364 7
878 264 2
783 118 4
243 608 1
551 404 6
442 503 3
466 437 4
493 895 6
89 790 2
747 319 2
292 684 3
778 340 8
127 440 5
374 97 8
305 841 7
554 611 10
452 365 4
781 926 10
96 40 8
58 50 4
776 772 9
624 447 3
223 155 7
752 90 6
192 425 8
196 634 5
270 928 3
717 722 9
871 546 7
748 375 2
133 878 6
207 364 5
842 38 1
185 154 5
39 195 5
41 15 2
777 141 5
22 523 8
657 605 8
81 164 9
745 775 8
108 520 2
12 474 4
909 525 9
702 99 9
55 716 7
853 687 7
481 904 2
181 582 9
12 88 3
175 506 2
625 298 1
375 173 4
288 719 2
112 732 1
359 295 6
937 129 3
102 360 5
847 911 8
792 790 1
400 413 5
668 204 2
693 800 2
241 994 1
154 190 6
443 655 6
705 401 10
513 812 1
983 686 1
825 987 4
886 102 8
130 133 4
670 341 5
637 455 5
832 409 1
528 0 8
300 846 10
262 174 5
949 461 3
926 116 8
6 571 6
720 619 7
551 852 10
144 351 4
127 406 8
341 754 8
965 325 2
850 870 1
141 316 2
20 362 2
306 421 4
179 450 2
446 894 5
297 230 9
582 64 10
206 630 1
768 214 1
432 874 3
305 677 6
295 156 8
213 700 10
527 171 1
903 220 6
589 741 8
612 236 8
687 863 4
965 502 4
321 935 9
124 677 2
55 34 2
330 631 10
667 698 6
827 223 3
358 146 10
634 730 8
28 364 7
277 257 10
435 770 10
620 593 7
892 899 3
544 669 4
699 883 6
468 975 7
698 1 1
964 665 5
557 9 5
939 884 4
682 786 7
983 196 1
837 312 10
218 396 4
16 753 7
758 987 9
68 46 10
255 197 5
486 49 7
679 535 9
985 412 7
607 635 5
908 89 2
979 867 10
679 862 8
714 146 7
821 839 3
977 678 7
986 306 1
925 976 5
392 637 1
429 779 8
990 893 9
272 780 5
315 10 1
886 728 8
878 312 9
808 143 8
832 383 8
575 818 8
22 560 7
280 678 9
337 35 8
349 268 10
166 541 6
818 321 6
695 97 2
951 207 5
349 386 10
978 931 8
121 374 5
251 18 5
885 787 10
898 902 6
468 23 2
60 734 2
816 813 3
224 370 10
687 23 3
810 917 9
943 438 4
899 338 10
329 847 1
721 103 8
123 45 5
598 636 5
337 254 6
683 10 6
626 52 9
468 995 8
609 233 7
634 109 10
384 57 5
434 658 4
383 365 10
477 457 1
927 396 1
939 56 4
80 711 3
515 876 9
340 42 8
221 579 6
642 317 7
228 873 4
920 360 9
513 226 1
253 663 6
972 984 8
400 307 4
424 154 2
711 686 6
3 519 1
258 771 3
210 837 9
794 13 4
728 875 3
132 392 7
489 291 6
572 140 10
724 599 6
395 604 8
458 838 5
473 522 9
505 662 5
549 255 1
796 398 6
992 371 6
483 15 1
955 465 3
290 509 6
224 129 5
181 529 8
338 926 8
800 150 10
61 566 4
962 711 9
398 854 2
475 409 7
628 280 6
135 644 7
236 210 2
744 418 9
423 567 1
753 755 7
212 493 9
875 133 9
579 801 7
346 944 4
400 650 4
53 584 7
360 277 8
385 312 3
563 930 6
612 648 6
254 559 2
473 94 9
790 45 7
852 201 6
91 185 7
995 651 10
146 444 7
196 175 9
215 330 5
144 742 2
694 928 9
287 561 1
544 142 5
982 922 1
281 315 9
789 13 6
418 609 7
405 101 3
956 520 9
685 557 7
703 633 7
718 789 10
166 488 7
930 312 3
933 983 6
791 206 4
283 594 3
456 350 7
798 546 8
487 679 5
126 87 8
809 43 10
857 393 9
298 451 9
754 25 2
352 364 1
551 171 3
24 35 4
752 406 10
802 415 8
16 468 9
592 513 7
250 510 1
172 828 4
964 374 1
35 448 10
15 590 9
764 138 7
677 658 4
271 48 1
278 880 8
112 532 9
258 722 10
466 927 8
717 8 9
821 321 7
24 876 1
536 9 3
227 84 6
806 794 7
530 605 3
362 432 2
624 120 1
466 54 7
632 424 10
172 743 6
135 61 3
184 465 10
484 649 1
851 457 5
33 364 10
873 963 1
47 299 5
776 312 7
962 892 1
434 756 2
459 651 6
436 719 3
393 973 1
669 525 2
602 654 10
961 273 7
80 622 1
731 66 3
740 782 4
50 219 1
892 603 10
784 11 4
79 84 6
759 678 7
190 548 5
459 633 3
919 882 10
464 360 3
454 563 6
793 621 3
542 393 4
373 904 10
945 901 2
366 851 1
293 681 9
439 480 4
905 914 2
535 486 4
105 715 9
861 189 6
274 492 10
358 725 3
225 535 3
390 594 7
173 578 1
867 954 9
372 483 1
255 692 8
853 415 3
187 659 5
409 241 9
321 312 8
535 51 4
368 481 3
886 179 2
802 470 7
294 165 9
837 926 9
762 453 1
773 929 3
388 330 8
644 67 1
711 199 1
951 520 4
212 605 9
598 839 8
128 615 7
72 188 2
179 796 2
743 739 2
889 951 9
644 172 2
447 76 8
579 378 5
652 144 6
748 750 6
191 218 7
625 510 4
544 218 4
581 756 4
857 223 5
779 573 4
732 567 1
123 119 3
203 550 9
423 313 7
178 908 7
603 720 9
329 603 3
566 206 1
543 435 7
379 985 2
741 242 7
742 230 6
319 943 7
120 947 5
492 146 7
597 793 4
431 53 3
123 178 10
164 886 3
629 912 8
427 508 9
439 51 6
163 288 6
535 688 3
990 505 4
90 166 2
834 873 9
613 755 2
760 570 1
951 30 5
585 328 5
16 961 2
370 780 4
477 574 10
892 278 2
627 262 1
222 203 2
343 206 5
258 843 9
666 309 9
370 446 7
201 212 3
349 823 9
859 401 2
499 197 7
210 127 1
61 104 5
591 444 1
671 680 3
307 292 4
199 772 10
909 912 5
739 733 4
483 116 3
739 995 3
204 626 4
348 614 8
133 174 2
171 659 3
650 646 10
906 765 5
656 926 10
879 177 6
598 693 3
367 669 8
563 704 2
917 360 4
743 340 9
518 998 3
106 118 2
772 824 4
751 606 7
671 212 3
32 612 3
569 333 7
167 40 6
926 332 3
18 254 5
443 26 3
616 220 9
124 61 3
773 489 2
937 993 7
843 87 10
102 655 2
516 4 7
315 153 3
846 85 2
866 363 4
105 906 8
670 876 5
501 932 4
449 919 6
806 664 9
776 163 9
752 317 3
783 828 1
752 777 2
978 336 5
175 654 10
758 79 1
912 434 2
621 942 6
486 165 2
641 655 1
790 167 10
493 376 7
719 711 9
173 433 5
652 693 10
522 532 1
507 814 6
905 942 9
676 610 7
686 811 2
220 72 6
495 518 3
526 511 4
759 943 10
795 532 8
972 868 6
320 359 10
277 256 3
288 823 8
226 150 3
155 335 4
648 116 8
707 949 2
69 479 7
568 429 9
488 306 9
799 634 9
131 218 7
69 710 1
920 794 8
614 439 6
141 61 5
447 153 1
964 740 1
805 322 2
346 376 2
484 376 1
734 915 2
565 574 4
988 297 3
124 365 6
904 988 3
523 297 3
762 638 8
717 489 4
628 72 5
828 324 10
5 782 10
449 855 10
151 51 1
345 693 7
8 588 5
301 601 6
67 911 7
403 423 6
55 865 2
511 673 6
971 770 9
83 771 1
592 933 6
77 696 5
129 456 7
873 696 3
119 914 9
502 284 7
275 109 6
615 997 6
491 676 6
14 347 4
675 706 5
393 23 9
647 569 4
74 29 6
822 458 9
771 149 4
844 258 9
300 661 1
116 57 1
608 48 9
35 188 8
789 313 3
38 857 7
458 320 5
103 829 9
350 784 7
213 17 3
691 18 5
671 838 10
866 904 5
190 492 9
7 989 1
537 105 1
667 66 9
588 138 7
540 979 6
130 208 1
983 470 3
365 470 3
488 900 9
331 914 8
6 129 1
86 925 6
765 445 6
191 490 2
537 54 8
386 55 6
26 744 8
312 951 5
513 649 8
604 261 10
97 525 5
392 129 8
298 182 8
254 741 5
497 886 3
499 711 6
307 488 3
170 453 3
424 264 4
65 210 4
261 71 5
534 411 3
48 236 5
682 765 3
637 218 9
196 975 6
819 292 7
556 444 9
150 442 3
295 173 6
987 395 2
423 926 4
719 183 4
657 889 6
122 470 3
584 513 10
686 292 6
208 24 2
788 526 8
962 144 6
678 543 8
785 208 1
580 654 3
936 595 2
811 916 4
76 53 7
305 681 6
505 220 1
105 895 5
951 752 7
846 965 1
979 514 6
507 488 4
478 173 4
17 996 10
752 611 1
629 417 9
359 288 1
545 833 3
95 923 7
432 108 6
220 604 9
927 806 9
890 515 1
63 721 6
513 329 2
999 659 4
645 624 8
436 124 9
917 1 1
243 355 5
23 954 7
977 467 6
845 879 5
837 400 6
153 262 1
421 926 7
372 419 10
863 975 10
707 552 1
714 295 3
110 149 2
352 382 8
559 600 7
656 297 3
67 868 5
782 81 3
670 992 2
249 774 10
776 755 1
155 739 10
16 56 7
193 857 7
345 353 3
333 105 6
736 694 5
840 371 3
571 146 2
126 642 9
35 261 4
703 721 1
133 358 1
412 371 1
937 793 6
964 747 6
534 645 10
151 975 6
973 396 8
755 120 2
241 301 10
309 962 4
784 377 4
834 69 1
908 72 9
611 22 6
979 818 1
281 437 9
880 878 4
675 343 7
209 688 7
715 804 2
147 179 8
148 897 8
683 646 6
900 156 10
729 286 4
706 960 9
629 35 9
384 904 1
105 415 1
644 303 4
630 899 7
364 991 3
35 139 6
900 922 9
766 280 2
908 169 8
926 62 6
719 214 9
377 634 5
58 710 4
599 269 5
993 504 4
497 113 4
607 365 7
782 454 10
811 418 10
729 323 7
617 745 4
682 685 5
132 610 3
547 142 10
776 110 9
20 621 7
169 548 9
243 299 9
477 289 4
665 632 7
883 7 10
557 605 6
225 702 1
424 717 5
284 325 10
626 318 1
366 11 2
35 4 3
542 932 8
346 285 4
358 690 2
75 247 8
408 913 10
17 861 5
61 821 5
179 248 6
141 836 4
972 420 2
676 291 4
526 450 5
451 878 8
405 263 5
932 384 1
188 494 1
77 246 7
586 855 6
884 185 4
663 84 4
398 907 2
21 667 2
185 853 7
964 459 2
651 243 6
717 553 1
688 335 1
117 31 6
779 633 9
923 26 9
954 360 4
83 949 6
550 557 9
695 209 7
636 642 7
359 404 7
511 133 10
785 144 1
824 256 4
417 314 7
335 305 10
620 888 6
21 35 2
906 985 7
80 557 7
133 210 5
815 750 1
571 62 10
891 935 10
705 519 1
91 97 3
264 261 5
799 95 3
349 784 8
611 570 6
463 619 9
494 414 7
272 499 7
281 352 5
330 713 6
893 831 9
516 947 6
155 18 1
844 201 1
904 633 7
795 467 4
571 381 2
72 696 9
792 982 1
940 999 1
960 476 2
348 31 6
714 957 2
693 94 2
805 792 1
748 534 1
758 636 9
291 296 9
925 839 3
691 31 8
360 329 7
853 609 4
25 465 6
915 539 6
271 623 7
47 176 3
375 278 2
790 332 7
344 701 4
347 54 3
120 548 6
165 208 3
438 113 2
835 198 2
805 630 3
524 486 3
56 892 1
593 901 6
502 495 10
352 159 3
527 607 10
832 950 10
120 267 3
153 531 7
746 619 1
436 709 7
50 807 8
874 957 7
224 702 1
348 358 3
371 16 5
511 486 4
682 848 7
673 130 5
546 863 2
573 898 2
771 429 10
63 101 7
242 285 4
996 938 5
205 508 8
721 207 6
985 369 6
800 911 3
969 494 8
305 957 1
357 326 4
615 518 2
66 898 3
973 875 6
763 43 7
709 661 2
655 77 8
879 65 4
629 443 6
411 425 6
211 247 3
859 127 5
134 740 3
566 107 1
851 279 1
12 839 5
12 668 6
315 414 5
924 712 1
385 517 3
466 669 1
448 647 8
278 389 8
208 885 5
760 137 3
101 697 9
561 208 2
630 538 5
816 89 3
793 994 9
299 720 3
813 726 7
222 217 3
576 814 6
107 416 10
788 595 5
845 358 7
890 959 6
405 355 3
206 789 7
914 176 4
543 335 5
562 533 5
361 385 5
14 738 2
526 131 4
483 285 4
175 238 1
108 79 9
460 925 9
410 590 9
689 879 6
596 536 1
785 173 7
733 524 10
776 427 9
843 472 9
262 236 5
305 923 5
270 186 3
785 665 6
530 566 10
95 267 6
34 732 10
141 728 3
508 27 7
989 480 5
73 511 10
391 524 4
634 745 5
492 574 2
480 452 9
843 892 1
16 320 1
498 841 6
295 559 2
919 783 8
364 18 3
115 569 3
248 433 7
528 597 6
742 430 2
104 180 2
718 804 4
582 899 10
308 297 2
524 662 2
489 683 10
297 565 7
331 513 6
968 322 5
237 876 1
215 773 9
897 847 4
58 44 5
11 131 4
29 80 1
639 351 3
526 791 5
216 371 6
415 880 1
427 790 10
681 809 7
699 84 10
917 93 8
555 391 4
46 334 7
355 252 5
755 197 7
118 371 9
224 969 10
52 540 1
76 91 10
132 636 9
915 951 2
731 560 10
450 140 3
701 934 7
999 918 2
319 569 10
222 781 7
263 234 10
953 114 7
432 411 6
136 216 2
872 735 5
664 447 4
909 895 7
483 502 4
675 463 2
209 49 3
662 525 2
559 40 8
944 138 4
32 633 7
937 784 2
195 502 8
835 690 8
140 730 9
312 813 5
815 913 3
230 131 2
173 569 7
207 425 3
842 628 4
187 749 5
461 387 3
844 214 4
318 989 10
873 769 7
601 928 10
768 242 1
357 146 10
102 757 2
130 885 6
306 748 2
102 880 9
525 285 1
652 367 8
764 548 6
426 222 10
751 415 4
907 723 7
566 527 10
69 390 9
37 930 5
804 633 1
935 972 7
546 491 1
997 515 4
879 72 10
138 693 3
671 423 1
330 821 10
568 637 1
797 157 9
976 220 4
822 883 4
244 405 5
741 923 2
924 571 7
546 532 4
14 841 10
302 745 5
130 698 9
518 372 6
127 593 2
816 539 2
231 583 7
331 322 10
675 496 10
596 999 4
878 18 1
637 466 10
806 351 10
932 637 7
451 351 9
654 441 7
290 62 10
464 572 7
925 249 10
53 543 8
940 300 7
862 722 10
70 74 1
181 909 10
442 311 3
170 173 5
418 720 1
873 636 10
35 207 2
603 770 9
25 578 3
229 534 9
820 469 6
726 849 2
10 193 10
264 772 8
338 816 6
365 732 8
389 242 2
958 516 10
41 343 6
632 51 7
924 32 5
609 990 3
799 451 5
868 805 9
718 823 4
574 347 5
822 43 8
10 644 6
976 571 4
350 898 2
429 730 7
966 981 9
138 999 3
595 175 1
754 614 5
489 268 3
867 555 10
802 922 2
430 847 3
889 904 6
505 670 2
271 256 1
989 735 10
948 744 4
544 233 8
147 385 5
824 944 8
212 274 3
357 989 8
25 814 8
617 136 1
949 179 2
39 595 8
232 734 10
227 321 3
451 241 3
154 89 2
507 797 8
483 205 8
455 137 4
664 989 8
932 832 6
776 494 3
824 13 9
758 203 6
943 249 9
890 668 4
831 998 7
495 969 10
994 210 10
457 167 10
931 929 1
512 938 5
882 800 6
525 156 9
436 377 9
537 880 10
720 999 4
86 363 9
116 298 5
331 427 10
442 805 6
72 550 7
351 525 2
435 263 2
790 269 2
469 734 3
116 541 9
603 154 1
760 170 9
574 392 4
156 845 1
520 820 8
252 597 10
823 317 10
616 804 9
725 407 10
447 148 7
943 837 6
32 31 2
467 974 1
920 840 2
697 85 6
678 408 10
90 963 4
11 98 1
370 799 1
961 241 8
208 209 9
